date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
12/15/2020,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),KG,actual,Retail,BDT,50.05,0.592
12/15/2020,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat flour,100 KG,actual,Wholesale,BDT,2575,30.459
1/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,4121.43,48.9016
1/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",KG,actual,Retail,BDT,44.4,0.5268
1/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),100 KG,actual,Wholesale,BDT,4692.86,55.6818
1/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),KG,actual,Retail,BDT,50.81,0.6029
1/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat flour,100 KG,actual,Wholesale,BDT,2550,30.2563
2/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,4121.05,48.6949
2/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",KG,actual,Retail,BDT,44.58,0.5268
2/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),100 KG,actual,Wholesale,BDT,4650,54.9451
2/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),KG,actual,Retail,BDT,50.53,0.5971
2/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,29.79,0.352
3/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,4150,49.1415
3/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",KG,actual,Retail,BDT,45,0.5329
3/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),100 KG,actual,Wholesale,BDT,4650,55.0622
3/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),KG,actual,Retail,BDT,52,0.6157
3/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,29.5,0.3493
4/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,4150,49.0428
4/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",KG,actual,Retail,BDT,45,0.5318
4/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),100 KG,actual,Wholesale,BDT,4650,54.9515
4/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),KG,actual,Retail,BDT,52,0.6145
5/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,4150,48.9387
5/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",KG,actual,Retail,BDT,45,0.5307
5/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),100 KG,actual,Wholesale,BDT,4618.42,54.4625
5/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Rice (medium grain),KG,actual,Retail,BDT,49.89,0.5883
5/15/2021,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat flour,100 KG,actual,Wholesale,BDT,2655.26,31.312
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,cereals and tubers,"Potatoes (Holland, white)",KG,actual,Retail,BDT,52.5,0.4375
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,51,0.425
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,13,0.1083
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,185,1.5417
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,165,1.375
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,miscellaneous food,Sugar,KG,actual,Retail,BDT,130,1.0833
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,oil and fats,Oil (palm),L,actual,Retail,BDT,142.25,1.1854
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,111,0.925
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,182.5,1.5208
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,233.75,1.9479
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,60,0.5
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,102.75,0.8562
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,32.5,0.2708
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,52.5,0.4375
9/15/2024,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,23.25,0.1938
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,cereals and tubers,"Potatoes (Holland, white)",KG,actual,Retail,BDT,55.75,0.4646
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,59.25,0.4938
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,52.25,0.4354
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,12.81,0.1068
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,195,1.625
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,miscellaneous food,Sugar,KG,actual,Retail,BDT,129,1.075
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,oil and fats,Oil (palm),L,actual,Retail,BDT,133.5,1.1125
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,110,0.9167
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,197.5,1.6458
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,210,1.75
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,55,0.4583
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,100,0.8333
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,35,0.2917
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,45,0.375
9/15/2024,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,35,0.2917
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,57.25,0.4771
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,57.5,0.4792
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,13.5,0.1125
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,175,1.4583
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,157.5,1.3125
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,oil and fats,Oil (palm),L,actual,Retail,BDT,141.5,1.1792
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,oil and fats,"Oil (soybean, fortified)",L,actual,Retail,BDT,132.5,1.1042
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,119,0.9917
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,160,1.3333
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,211.25,1.7604
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,65,0.5417
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,100,0.8333
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,41.75,0.3479
9/15/2024,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,28.25,0.2354
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,cereals and tubers,"Potatoes (Holland, white)",KG,actual,Retail,BDT,53.25,0.4437
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,52,0.4333
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,53,0.4417
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,12.38,0.1031
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,170,1.4167
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,170,1.4167
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,miscellaneous food,Sugar,KG,actual,Retail,BDT,129,1.075
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,oil and fats,Oil (palm),L,actual,Retail,BDT,129,1.075
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,oil and fats,"Oil (soybean, fortified)",L,actual,Retail,BDT,150,1.25
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,106.5,0.8875
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,Bananas (ripe),1 piece,actual,Retail,BDT,5.62,0.0469
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,217.5,1.8125
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,216.25,1.8021
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,65,0.5417
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,103,0.8583
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,30,0.25
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,47.5,0.3958
9/15/2024,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,32.5,0.2708
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,52.5,0.4375
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,54.5,0.4542
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,12.5,0.1042
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,205,1.7083
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,163.75,1.3646
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,miscellaneous food,Sugar,KG,actual,Retail,BDT,131,1.0917
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,oil and fats,Oil (palm),L,actual,Retail,BDT,136.5,1.1375
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,oil and fats,"Oil (soybean, fortified)",L,actual,Retail,BDT,125,1.0417
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,127.5,1.0625
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,220,1.8333
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,227.5,1.8958
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,37.5,0.3125
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,36.75,0.3063
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,45,0.375
9/15/2024,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,29,0.2417
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,cereals and tubers,"Potatoes (Holland, white)",KG,actual,Retail,BDT,53.25,0.4437
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,56.5,0.4708
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,13.5,0.1125
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,155,1.2917
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,172.5,1.4375
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,oil and fats,Oil (palm),L,actual,Retail,BDT,138.25,1.1521
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,oil and fats,"Oil (soybean, fortified)",L,actual,Retail,BDT,145,1.2083
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,109,0.9083
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,Bananas (ripe),1 piece,actual,Retail,BDT,5.56,0.0464
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,210,1.75
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,210,1.75
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,45,0.375
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,105.5,0.8792
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,30.75,0.2562
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,45,0.375
9/15/2024,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,30,0.25
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,cereals and tubers,"Potatoes (Holland, white)",KG,actual,Retail,BDT,54.25,0.4521
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,46.5,0.3875
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,52.5,0.4375
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,13.62,0.1135
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,182.5,1.5208
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,177.5,1.4792
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,miscellaneous food,Sugar,KG,actual,Retail,BDT,129,1.075
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,oil and fats,Oil (palm),L,actual,Retail,BDT,128.75,1.0729
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,oil and fats,"Oil (soybean, fortified)",L,actual,Retail,BDT,154,1.2833
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,118.75,0.9896
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,Bananas (ripe),1 piece,actual,Retail,BDT,5.62,0.0469
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,210,1.75
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,212.5,1.7708
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,50,0.4167
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,111.25,0.9271
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,27.5,0.2292
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,52.5,0.4375
9/15/2024,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,35,0.2917
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,cereals and tubers,"Potatoes (Holland, white)",KG,actual,Retail,BDT,53.25,0.4437
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,63.75,0.5312
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,13.38,0.1115
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,165,1.375
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,oil and fats,Oil (palm),L,actual,Retail,BDT,136,1.1333
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,oil and fats,"Oil (soybean, fortified)",L,actual,Retail,BDT,148,1.2333
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,127.75,1.0646
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,Bananas (ripe),1 piece,actual,Retail,BDT,6.25,0.0521
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,182.5,1.5208
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,199.5,1.6625
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,Gourd (bottle),KG,actual,Retail,BDT,62.5,0.5208
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,105.5,0.8792
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,25.75,0.2146
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,50,0.4167
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,Spinach (malabar),KG,actual,Retail,BDT,38.75,0.3229
9/15/2024,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,vegetables and fruits,Spinach (red),KG,actual,Retail,BDT,50,0.4167
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,cereals and tubers,"Potatoes (Holland, white)",KG,actual,Retail,BDT,53.5,0.4458
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,51.75,0.4313
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,55.5,0.4625
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,13.25,0.1104
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,"meat, fish and eggs","Fish (live, pangasius)",KG,actual,Retail,BDT,190,1.5833
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,167.5,1.3958
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,miscellaneous food,Sugar,KG,actual,Retail,BDT,127.75,1.0646
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,oil and fats,Oil (palm),L,actual,Retail,BDT,132.5,1.1042
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,oil and fats,"Oil (soybean, fortified)",L,actual,Retail,BDT,163.5,1.3625
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,pulses and nuts,Lentils (masur),KG,actual,Retail,BDT,107.5,0.8958
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,vegetables and fruits,Bananas (ripe),1 piece,actual,Retail,BDT,4.38,0.0365
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,vegetables and fruits,Chili (green),KG,actual,Retail,BDT,187.5,1.5625
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,vegetables and fruits,"Garlic (imported, China)",KG,actual,Retail,BDT,185,1.5417
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,vegetables and fruits,"Onions (imported, China)",KG,actual,Retail,BDT,106.75,0.8896
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,vegetables and fruits,Papaya (green),KG,actual,Retail,BDT,28.25,0.2354
9/15/2024,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,vegetables and fruits,Snake gourd,KG,actual,Retail,BDT,52.5,0.4375
9/15/2024,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,47.5,0.3958
9/15/2024,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,cereals and tubers,Wheat flour,KG,actual,Retail,BDT,50,0.4167
9/15/2024,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,"meat, fish and eggs",Eggs (brown),1 piece,actual,Retail,BDT,13.06,0.1089
9/15/2024,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,BDT,182.5,1.5208
9/15/2024,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,miscellaneous food,Sugar,KG,actual,Retail,BDT,129,1.075
9/15/2024,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,oil and fats,Oil (palm),L,actual,Retail,BDT,136.75,1.1396
